4.293000204,234
4.277000203,18
4.310000205,84
4.277000203,254
4.277000203,52
4.149000197,80
4.2120002,129
4.244000202,96
4.293000204,205
4.2120002,49
4.228000201,98
4.244000202,38
4.228000201,52
4.196000199,220
3.914000186,15
3.914000186,15
3.970000189,16
3.914000186,181
3.914000186,295
3.928000187,57
3.914000186,29
3.956000188,3
3.942000187,29
3.942000187,111
3.956000188,77
3.942000187,116
3.956000188,12
3.956000188,162
4.028000191,80
3.928000187,131
3.942000187,26
3.942000187,118
3.942000187,275
3.970000189,231
3.942000187,128
3.956000188,46
3.970000189,224
3.956000188,22
3.942000187,58
3.942000187,143
3.956000188,199
3.942000187,71
3.928000187,15
3.942000187,61
3.956000188,39
3.900000185,28
3.928000187,31
3.914000186,113
3.928000187,116
3.942000187,16
3.956000188,199
3.900000185,34
3.900000185,325
3.970000189,46
3.900000185,68
4.013000191,60
3.900000185,58
3.970000189,59
3.99900019,96
3.956000188,85
3.956000188,2
3.956000188,95
3.900000185,17
3.914000186,12
3.928000187,5
3.956000188,124
3.942000187,71
3.887000185,205
3.928000187,208
3.900000185,124
3.887000185,137
3.914000186,233
3.914000186,29
3.928000187,15
3.900000185,86
3.914000186,66
3.860000183,18
3.887000185,139
3.900000185,14
3.806000181,268
3.900000185,40
3.806000181,224
3.79300018,180
3.846000183,13
3.846000183,130
3.833000182,45
3.833000182,26
3.78000018,86
3.860000183,2
3.846000183,57
3.755000178,29
3.820000181,32
3.820000181,56
3.820000181,64
3.78000018,26
3.79300018,3
3.78000018,33
3.79300018,27
3.806000181,62
3.692000175,29
3.755000178,69
3.705000176,17
3.608000171,14
3.596000171,33
3.57300017,98
3.528000168,156
3.528000168,58
3.528000168,79
3.516000167,78
3.505000166,23
3.483000165,23
3.494000166,32
3.472000165,56
3.483000165,55
3.494000166,54
3.419000162,51
3.387000161,5
3.326000158,143
3.239000154,44
3.229000153,41
3.239000154,14
3.248000154,55
3.147000149,106
3.287000156,46
3.183000151,28
3.277000156,82
3.15600015,37
3.147000149,46
3.174000151,46
3.138000149,82
3.120000148,19
3.138000149,44
3.138000149,81
3.068000146,19
3.085000147,31
3.103000147,43
3.018000143,125
2.994000142,114
2.930000139,81
2.93800014,57
2.930000139,42
2.915000138,93
2.915000138,92
2.907000138,112
2.892000137,55
2.885000137,40
2.900000138,31
2.877000137,140
2.900000138,107
2.840000135,100
2.819000134,62
2.811000134,15
2.749000131,51
2.689000128,21
2.702000128,39
2.676000127,61
2.689000128,13
2.708000129,85
